street_number,street_name,city,state,country,address,bedroom,bathrooms,property_sqft,property_age,lot_sqft,dom,view,pool,commission,sale_date,price_per_sqft,sale_price
1012 N,Market ST,Inglewood,CA,United States of America,"1012 N, Market ST, Inglewood, CA, United States of America",2,2,1010,102,4178,49,Y,N,2.5,44918,559.41,565000
82372,Samantha CT,Indio,CA,United States of America,"82372, Samantha CT, Indio, CA, United States of America",2,2,1301,23,6098,49,Y,N,2.5,44804,368.37,479248
1131,Hollister ST,San Fernando,CA,United States of America,"1131, Hollister ST, San Fernando, CA, United States of America",2,2,1228,68,4995,49,Y,N,2.5,44901,496.74,610000
23884,Bowl RD,Crestline,CA,United States of America,"23884, Bowl RD, Crestline, CA, United States of America",2,2,1036,42,6345,49,Y,N,2.5,44903,289.58,300000
78548,Crystal Falls RD,Palm Desert,CA,United States of America,"78548, Crystal Falls RD, Palm Desert, CA, United States of America",2,2,1836,31,6098,49,N,N,2.5,44935,246.73,453000
26532,Via Juanita,Mission Viejo,CA,United States of America,"26532, Via Juanita, Mission Viejo, CA, United States of America",2,2,1212,51,7150,49,N,N,2.5,44981,686.47,832000
27064,Rockwood ST,Menifee,CA,United States of America,"27064, Rockwood ST, Menifee, CA, United States of America",2,2,1008,38,3920,49,Y,N,2.5,45044,301.59,304000
995,Wind Flower RD,Beaumont,CA,United States of America,"995, Wind Flower RD, Beaumont, CA, United States of America",2,2,1392,20,4356,5,N,N,2.5,44841,283.76,395000
56,Camino Lienzo,San Clemente,CA,United States of America,"56, Camino Lienzo, San Clemente, CA, United States of America",2,2,2401,21,5835,5,Y,N,2.5,44986,680.97,1635000
265,Brandon WAY,Hemet,CA,United States of America,"265, Brandon WAY, Hemet, CA, United States of America",2,2,1250,44,6098,5,Y,N,2.5,44789,264,330000
29421,Springside DR,Menifee,CA,United States of America,"29421, Springside DR, Menifee, CA, United States of America",2,2,2144,22,6098,5,Y,N,2.5,44965,265.86,570000
5090,Escobedo DR,Woodland Hills,CA,United States of America,"5090, Escobedo DR, Woodland Hills, CA, United States of America",2,2,1354,51,5056,5,Y,N,2.5,45071,849.34,1150000
17316,Sage AVE,Riverside (City),CA,United States of America,"17316, Sage AVE, Riverside (City), CA, United States of America",2,2,1337,72,37462,5,Y,N,2.5,45006,302.92,405000
35137,Forest LN,Yucaipa,CA,United States of America,"35137, Forest LN, Yucaipa, CA, United States of America",2,2,1284,51,7200,5,Y,N,2.5,45069,388.63,499000
7785,GERONIMO,Yucca Valley,CA,United States of America,"7785, GERONIMO, Yucca Valley, CA, United States of America",2,2,1080,53,10680,5,Y,N,2.5,45065,282.41,305000
25780,Parada DR,Valencia,CA,United States of America,"25780, Parada DR, Valencia, CA, United States of America",2,2,1051,47,4710,5,Y,Y,2.5,45009,678.4,713000
11381,SAWGRASS BEND DRIVE DR,Apple Valley,CA,United States of America,"11381, SAWGRASS BEND DRIVE DR, Apple Valley, CA, United States of America",2,2,1197,28,225379440,5,N,N,2.5,45049,260.65,312000
26061,Lawton CT,Hemet,CA,United States of America,"26061, Lawton CT, Hemet, CA, United States of America",2,2,1024,54,8276,5,Y,N,2.5,44866,341.8,350000
3917,Eagle Ct,Blythe,CA,United States of America,"3917, Eagle Ct, Blythe, CA, United States of America",2,2,1042,25,3049,5,Y,N,2.5,44881,220.73,230000
17559,Ryan AVE,Lake Elsinore,CA,United States of America,"17559, Ryan AVE, Lake Elsinore, CA, United States of America",2,2,1564,75,10455,5,Y,N,2.5,44900,271.74,425000
15907,Asilomar BLVD,Pacific Palisades,CA,United States of America,"15907, Asilomar BLVD, Pacific Palisades, CA, United States of America",2,2,1660,73,7926,5,Y,Y,2.5,44943,2891.57,4800000
6606,Cottel Way,Cypress,CA,United States of America,"6606, Cottel Way, Cypress, CA, United States of America",2,2,1142,49,2642,5,Y,N,2.5,44932,532.4,608000
4677,Virginia AVE,Long Beach,CA,United States of America,"4677, Virginia AVE, Long Beach, CA, United States of America",2,2,1492,71,5128,5,Y,N,2.5,44894,619.97,925000
11937,Addison ST,Valley Village,CA,United States of America,"11937, Addison ST, Valley Village, CA, United States of America",2,2,1562,87,10142,5,N,N,2.5,44931,976.95,1526000
26040,Moreno DR,Valencia,CA,United States of America,"26040, Moreno DR, Valencia, CA, United States of America",2,2,1415,38,5148,5,N,N,2.5,44931,534.1,755750
420,Northcliff RD,Pasadena,CA,United States of America,"420, Northcliff RD, Pasadena, CA, United States of America",2,2,1401,81,5102,5,N,N,2.5,44880,855.1,1198000
135,Mccarron WAY,Hemet,CA,United States of America,"135, Mccarron WAY, Hemet, CA, United States of America",2,2,1861,19,6534,5,Y,N,2.5,44880,229.45,427000
329,Camino San Clemente,San Clemente,CA,United States of America,"329, Camino San Clemente, San Clemente, CA, United States of America",2,2,1327,59,2312,5,Y,N,2.5,44915,746.04,990000
755,Main ST,Huntington Beach,CA,United States of America,"755, Main ST, Huntington Beach, CA, United States of America",2,2,1317,104,5742,5,Y,N,2.5,44886,1025.06,1350000
33786,Windmill RD,Wildomar,CA,United States of America,"33786, Windmill RD, Wildomar, CA, United States of America",2,2,1568,39,8276,5,N,N,2.5,44937,267.86,420000
35662,Avenue H,Yucaipa,CA,United States of America,"35662, Avenue H, Yucaipa, CA, United States of America",2,2,1091,34,7800,5,Y,N,2.5,44974,394.13,430000
11960,Gloxinia AVE,Fountain Valley,CA,United States of America,"11960, Gloxinia AVE, Fountain Valley, CA, United States of America",2,2,1017,54,1283,5,N,N,2.5,44917,526.06,535000
2500,Oregon AVE,Long Beach,CA,United States of America,"2500, Oregon AVE, Long Beach, CA, United States of America",2,2,1642,84,7039,5,N,N,2.5,44887,517.66,850000
1400,Arroyo View DR,Pasadena,CA,United States of America,"1400, Arroyo View DR, Pasadena, CA, United States of America",2,2,2275,75,8901,5,N,N,2.5,44860,681.32,1550000
57365,Via Vista,La Quinta,CA,United States of America,"57365, Via Vista, La Quinta, CA, United States of America",2,2,1371,18,3485,5,Y,N,2.5,44887,475.57,652000
24187,Songsparrow LN,Corona,CA,United States of America,"24187, Songsparrow LN, Corona, CA, United States of America",2,2,1290,21,3920,5,N,N,2.5,44963,372.09,480000
3002,Serrano RD,San Bernardino,CA,United States of America,"3002, Serrano RD, San Bernardino, CA, United States of America",2,2,1058,73,10500,5,Y,N,2.5,45078,378.07,400000
30130,Carmel Road,Menifee,CA,United States of America,"30130, Carmel Road, Menifee, CA, United States of America",2,2,1404,59,6969,5,N,N,2.5,45023,199.43,280000
4139 E,11th ST,Long Beach,CA,United States of America,"4139 E, 11th ST, Long Beach, CA, United States of America",2,2,1118,99,2504,5,N,N,2.5,44993,753.13,842000
833 E,23rd ST,Long Beach,CA,United States of America,"833 E, 23rd ST, Long Beach, CA, United States of America",2,2,728,85,2462,5,N,N,2.5,45072,824.18,600000
424 N,Ontario ST,Burbank,CA,United States of America,"424 N, Ontario ST, Burbank, CA, United States of America",2,2,970,87,5848,5,N,N,2.5,45047,935.05,907000
10454,Silverwood RD,Apple Valley,CA,United States of America,"10454, Silverwood RD, Apple Valley, CA, United States of America",2,2,1768,17,8469,5,N,N,2.5,44981,203.62,360000
24992,Valle DR,Crestline,CA,United States of America,"24992, Valle DR, Crestline, CA, United States of America",2,2,1080,57,7110,5,Y,N,2.5,44820,370.37,400000
3519,Paseo Flamenco,San Clemente,CA,United States of America,"3519, Paseo Flamenco, San Clemente, CA, United States of America",2,2,1409,46,2670,5,Y,N,2.5,45056,710.08,1000500
17581,Adobe ST,Hesperia,CA,United States of America,"17581, Adobe ST, Hesperia, CA, United States of America",2,2,1204,52,19000,5,Y,N,2.5,45057,299,360000
1641 N,Lake AVE,Ontario,CA,United States of America,"1641 N, Lake AVE, Ontario, CA, United States of America",2,2,1162,58,8655,5,Y,N,2.5,44803,549.05,638000
31042,All View DR,Running Springs Area,CA,United States of America,"31042, All View DR, Running Springs Area, CA, United States of America",2,2,880,65,9100,5,Y,N,2.5,45065,414.77,365000
23806,Villena,Mission Viejo,CA,United States of America,"23806, Villena, Mission Viejo, CA, United States of America",2,2,1527,42,3478,5,Y,N,2.5,44995,608.38,929000
22811,Veranada RD,Laguna Niguel,CA,United States of America,"22811, Veranada RD, Laguna Niguel, CA, United States of America",2,2,1642,47,3472,5,Y,N,2.5,44810,791.72,1300000
8217,Forest Grove LN,Rancho Cucamonga,CA,United States of America,"8217, Forest Grove LN, Rancho Cucamonga, CA, United States of America",2,2,1246,40,2000,5,Y,N,2.5,45007,405.3,505000
214,Drake AVE,Fullerton,CA,United States of America,"214, Drake AVE, Fullerton, CA, United States of America",2,2,984,99,5880,5,Y,N,2.5,44993,823.17,810000
4456,Brentwood AVE,Riverside (City),CA,United States of America,"4456, Brentwood AVE, Riverside (City), CA, United States of America",2,2,1409,71,9583,50,N,N,2.5,44908,443.51,624900
4789,Avenida Del Sol,Joshua Tree,CA,United States of America,"4789, Avenida Del Sol, Joshua Tree, CA, United States of America",2,2,984,37,19423,50,Y,N,2.5,44914,462.4,455000
1030 S,Kemp AVE,Compton,CA,United States of America,"1030 S, Kemp AVE, Compton, CA, United States of America",2,2,1334,75,6118,50,N,N,2.5,45006,404.8,540000
132,Paint Creek,Beaumont,CA,United States of America,"132, Paint Creek, Beaumont, CA, United States of America",2,2,1540,17,4792,50,Y,N,2.5,45041,239.61,369000
9152,Applewood LN,Hesperia,CA,United States of America,"9152, Applewood LN, Hesperia, CA, United States of America",2,2,874,36,6200,50,Y,N,2.5,45065,371.85,325000
26401,Harrisburg DR,Menifee,CA,United States of America,"26401, Harrisburg DR, Menifee, CA, United States of America",2,2,1943,49,7405,50,N,N,2.5,44796,198.15,385000
1050,Amber LN,Lake Elsinore,CA,United States of America,"1050, Amber LN, Lake Elsinore, CA, United States of America",2,2,1101,43,9148,50,Y,Y,2.5,44911,386.01,425000
39086,Camino Orquesta,Indio,CA,United States of America,"39086, Camino Orquesta, Indio, CA, United States of America",2,2,1512,10,4792,50,Y,N,2.5,44782,333.99,505000
28,Pinot Noir,Rancho Mirage,CA,United States of America,"28, Pinot Noir, Rancho Mirage, CA, United States of America",2,2,1438,5,6743,50,Y,N,2.5,44907,457.58,658000
78990,Cadence LN,Palm Desert,CA,United States of America,"78990, Cadence LN, Palm Desert, CA, United States of America",2,2,1213,20,6098,51,Y,N,2.5,44862,366.86,445000
28002,Via Cernuda,Mission Viejo,CA,United States of America,"28002, Via Cernuda, Mission Viejo, CA, United States of America",2,2,1272,51,3584,51,Y,N,2.5,44932,656.45,835000
105,Crane CK,Beaumont,CA,United States of America,"105, Crane CK, Beaumont, CA, United States of America",2,2,1986,17,6098,51,N,N,2.5,44879,201.41,400000
68587,J ST,Cathedral City,CA,United States of America,"68587, J ST, Cathedral City, CA, United States of America",2,2,1290,65,9148,51,Y,Y,2.5,44851,503.88,650000
646,Cedar LN,Sugar Loaf,CA,United States of America,"646, Cedar LN, Sugar Loaf, CA, United States of America",2,2,1000,39,5000,51,Y,N,2.5,44817,460,460000
81619,Corte Valdemoro,Indio,CA,United States of America,"81619, Corte Valdemoro, Indio, CA, United States of America",2,2,1854,12,7827,51,Y,N,2.5,44932,283.17,525000
36515,Blue Palm DR,Palm Desert,CA,United States of America,"36515, Blue Palm DR, Palm Desert, CA, United States of America",2,2,1622,24,6970,51,Y,N,2.5,44896,301.48,489000
44718,Alexandria Vale,Indio,CA,United States of America,"44718, Alexandria Vale, Indio, CA, United States of America",2,2,1523,22,6534,51,Y,N,2.5,44987,246.22,375000
29818,Pebble Beach DR,Sun City,CA,United States of America,"29818, Pebble Beach DR, Sun City, CA, United States of America",2,2,1370,34,7405,51,Y,N,2.5,45019,303.65,416000
4136,Rosemont AVE,Montrose,CA,United States of America,"4136, Rosemont AVE, Montrose, CA, United States of America",2,2,1020,72,5933,52,N,N,2.5,45058,931.37,950000
143,Imperial AVE,Sugar Loaf,CA,United States of America,"143, Imperial AVE, Sugar Loaf, CA, United States of America",2,2,1164,43,7500,52,Y,N,2.5,44862,337.2,392500
260,Orizaba AVE,Long Beach,CA,United States of America,"260, Orizaba AVE, Long Beach, CA, United States of America",2,2,1294,101,2495,52,Y,N,2.5,44860,753.48,975000
119 W,Ramona Drive,Rialto,CA,United States of America,"119 W, Ramona Drive, Rialto, CA, United States of America",2,2,1523,69,8450,52,Y,N,2.5,44875,238.02,362500
10021,Plainview AVE,Tujunga,CA,United States of America,"10021, Plainview AVE, Tujunga, CA, United States of America",2,2,910,73,6823,52,Y,N,2.5,44901,686.81,625000
3992,Mission Peak,Palm Springs,CA,United States of America,"3992, Mission Peak, Palm Springs, CA, United States of America",2,2,1206,19,5663,52,N,Y,2.5,44893,487.56,588000
51410 N,Two Palms WAY,Indio,CA,United States of America,"51410 N, Two Palms WAY, Indio, CA, United States of America",2,2,1940,6,5662,52,Y,Y,2.5,44902,391.49,759500
635,Long Beach DR,null,CA,United States of America,"635, Long Beach DR, null, CA, United States of America",2,2,622,93,8820,52,Y,N,2.5,44953,401.93,250000
28002,Via Cernuda,Mission Viejo,CA,United States of America,"28002, Via Cernuda, Mission Viejo, CA, United States of America",2,2,1272,51,3584,52,Y,N,2.5,44932,656.45,835000
335,Tile AVE,Long Beach,CA,United States of America,"335, Tile AVE, Long Beach, CA, United States of America",2,2,792,105,2748,53,Y,N,2.5,44935,787.88,624000
3152,Alta Vista    #C,Laguna Woods,CA,United States of America,"3152, Alta Vista    #C, Laguna Woods, CA, United States of America",2,2,1399,51,1800,53,Y,N,2.5,45020,507.51,710000
805 E,Barker BLVD,Big Bear,CA,United States of America,"805 E, Barker BLVD, Big Bear, CA, United States of America",2,2,976,42,5000,53,Y,N,2.5,44886,358.61,350000
139,Tijeras,Beaumont,CA,United States of America,"139, Tijeras, Beaumont, CA, United States of America",2,2,1794,18,4792,53,Y,N,2.5,44937,229.65,412000
578,Yukon DR,null,CA,United States of America,"578, Yukon DR, null, CA, United States of America",2,2,1102,59,4175,53,Y,N,2.5,44846,308.44,339900
14291,Poplar ST,Hesperia,CA,United States of America,"14291, Poplar ST, Hesperia, CA, United States of America",2,2,874,35,6300,53,Y,N,2.5,44995,377.57,330000
1249,Lodgepole DR,Hemet,CA,United States of America,"1249, Lodgepole DR, Hemet, CA, United States of America",2,2,1440,42,4792,53,Y,N,2.5,45058,128.47,185000
95,Sherwood DR,Westlake Village,CA,United States of America,"95, Sherwood DR, Westlake Village, CA, United States of America",2,2,1539,47,3944,53,Y,N,2.5,44979,315.14,485000
78317,Grape Arbor AVE,Palm Desert,CA,United States of America,"78317, Grape Arbor AVE, Palm Desert, CA, United States of America",2,2,1666,19,6534,54,N,N,2.5,44818,300.12,500000
6020 E,Overland CIR,Anaheim Hills,CA,United States of America,"6020 E, Overland CIR, Anaheim Hills, CA, United States of America",2,2,1203,38,3324,54,Y,N,2.5,44848,681.63,820000
28049,Via Tirso,Mission Viejo,CA,United States of America,"28049, Via Tirso, Mission Viejo, CA, United States of America",2,2,1439,43,3750,54,N,N,2.5,44943,535.09,770000
37468,Westridge AVE,Palm Desert,CA,United States of America,"37468, Westridge AVE, Palm Desert, CA, United States of America",2,2,1836,31,6098,54,N,N,2.5,45072,239.65,440000
20810,Pine Canyon RD,Lake Hughes,CA,United States of America,"20810, Pine Canyon RD, Lake Hughes, CA, United States of America",2,2,1900,64,46174,54,Y,N,2.5,44810,263.16,500000
78618,Dancing Waters RD,Palm Desert,CA,United States of America,"78618, Dancing Waters RD, Palm Desert, CA, United States of America",2,2,1836,30,6098,54,N,N,2.5,44859,264.71,486000
15636,Mayall ST,North Hills,CA,United States of America,"15636, Mayall ST, North Hills, CA, United States of America",2,2,1025,81,6641,54,N,N,2.5,44816,614.63,630000
4129,Knoxville AVE,Lakewood,CA,United States of America,"4129, Knoxville AVE, Lakewood, CA, United States of America",2,2,1435,71,5274,54,N,N,2.5,44918,526.13,755000
43339,Deer Canyon RD,null,CA,United States of America,"43339, Deer Canyon RD, null, CA, United States of America",2,2,948,60,7200,55,Y,N,2.5,44785,580.17,550000
20147,Shadow Island Drive,Canyon Country,CA,United States of America,"20147, Shadow Island Drive, Canyon Country, CA, United States of America",2,2,1234,33,3500,55,N,N,2.5,44949,202.59,250000
65565,Acoma AVE   #92,Desert Hot Springs,CA,United States of America,"65565, Acoma AVE   #92, Desert Hot Springs, CA, United States of America",2,2,1206,19,4356,55,Y,N,2.5,44823,232.17,280000
1321 W,221st ST,Torrance,CA,United States of America,"1321 W, 221st ST, Torrance, CA, United States of America",2,2,1548,76,9094,55,N,N,2.5,44908,536.18,830000
9141,Filaree CT,Corona,CA,United States of America,"9141, Filaree CT, Corona, CA, United States of America",2,2,1290,19,4356,55,N,N,2.5,44986,383.72,495000
42605,Kansas ST,Palm Desert,CA,United States of America,"42605, Kansas ST, Palm Desert, CA, United States of America",2,2,1064,62,6534,55,Y,N,2.5,44865,390.04,415000
28832,Chapparal CT,Santa Clarita,CA,United States of America,"28832, Chapparal CT, Santa Clarita, CA, United States of America",2,2,1511,0,5284,55,N,N,2.5,45055,531.87,803654
32143,West DR,Running Springs Area,CA,United States of America,"32143, West DR, Running Springs Area, CA, United States of America",2,2,888,63,5950,55,Y,N,2.5,44865,399.77,355000
19012,Stoddard WAY,Apple Valley,CA,United States of America,"19012, Stoddard WAY, Apple Valley, CA, United States of America",2,2,1200,22,2900,55,Y,N,2.5,44888,220.83,265000
69710,Mountain View AVE,Mountain Center,CA,United States of America,"69710, Mountain View AVE, Mountain Center, CA, United States of America",2,2,930,80,12197,55,Y,N,2.5,44854,338.71,315000
20078,Avenue Of The Oaks    #195,Newhall,CA,United States of America,"20078, Avenue Of The Oaks    #195, Newhall, CA, United States of America",2,2,1268,42,595676,55,Y,N,2.5,45019,433.75,550000
78064,Freisha CT,Palm Desert,CA,United States of America,"78064, Freisha CT, Palm Desert, CA, United States of America",2,2,1664,25,6098,55,N,N,2.5,44897,323.92,539000
27453,Prominence RD,Menifee,CA,United States of America,"27453, Prominence RD, Menifee, CA, United States of America",2,2,1002,33,4356,55,N,N,2.5,44944,339.32,340000
10318,Lakeshore DR,Apple Valley,CA,United States of America,"10318, Lakeshore DR, Apple Valley, CA, United States of America",2,2,1205,17,4072,55,Y,N,2.5,44812,279.67,337000
1427,Merriman DR,Glendale,CA,United States of America,"1427, Merriman DR, Glendale, CA, United States of America",2,2,1949,72,10837,56,N,N,2.5,44820,679.84,1325000
40358,Corte Alondra,Indio,CA,United States of America,"40358, Corte Alondra, Indio, CA, United States of America",2,2,2147,19,11761,56,N,Y,2.5,44803,335.35,720000
27082,Rangewood ST,Menifee,CA,United States of America,"27082, Rangewood ST, Menifee, CA, United States of America",2,2,1199,36,3920,56,N,N,2.5,44984,304.42,365000
42984,Whittier AVE,Hemet,CA,United States of America,"42984, Whittier AVE, Hemet, CA, United States of America",2,2,1779,74,72310,56,Y,N,2.5,44932,258.57,460000
17130,Palomas DR,Perris,CA,United States of America,"17130, Palomas DR, Perris, CA, United States of America",2,2,1200,46,5663,56,N,N,2.5,45000,279.17,335000
29060,Waverly DR,Menifee,CA,United States of America,"29060, Waverly DR, Menifee, CA, United States of America",2,2,1146,59,6534,56,N,N,2.5,44825,270.51,310000
78685,Falsetto DR,Palm Desert,CA,United States of America,"78685, Falsetto DR, Palm Desert, CA, United States of America",2,2,1780,20,6970,56,N,Y,2.5,44875,342.7,610000
556,Brooklawn DR,Banning,CA,United States of America,"556, Brooklawn DR, Banning, CA, United States of America",2,2,1471,22,4356,56,Y,N,2.5,44858,254.93,375000
1341 E,Luna WAY,Palm Springs,CA,United States of America,"1341 E, Luna WAY, Palm Springs, CA, United States of America",2,2,1212,41,7841,56,Y,Y,2.5,44880,511.55,620000
28292,Long Meadow DR,Menifee,CA,United States of America,"28292, Long Meadow DR, Menifee, CA, United States of America",2,2,2091,21,6098,56,Y,N,2.5,44867,239.12,500000
414,Stedman Place,Monrovia,CA,United States of America,"414, Stedman Place, Monrovia, CA, United States of America",2,2,1550,76,9358,56,Y,N,2.5,44819,793.55,1230000
600,Friendly LN,Crestline,CA,United States of America,"600, Friendly LN, Crestline, CA, United States of America",2,2,1092,63,3840,56,Y,N,2.5,44852,294.87,322000
2830,Nipomo AVE,Long Beach,CA,United States of America,"2830, Nipomo AVE, Long Beach, CA, United States of America",2,2,1069,72,5046,57,N,N,2.5,44944,771.75,825000
10228,Sunland BLVD,Shadow Hills,CA,United States of America,"10228, Sunland BLVD, Shadow Hills, CA, United States of America",2,2,1311,83,40802,57,Y,N,2.5,44887,633.1,830000
2548 N,Aurora DR,Palm Springs,CA,United States of America,"2548 N, Aurora DR, Palm Springs, CA, United States of America",2,2,1258,41,6970,57,Y,Y,2.5,44883,560.81,705500
19619,Ironside DR,Apple Valley,CA,United States of America,"19619, Ironside DR, Apple Valley, CA, United States of America",2,2,1497,26,4950,57,N,N,2.5,44803,212.42,318000
22792,Monteago RD,Laguna Niguel,CA,United States of America,"22792, Monteago RD, Laguna Niguel, CA, United States of America",2,2,1369,47,2822,57,Y,N,2.5,44820,840.03,1150000
27190,Meadowlark RD,Idyllwild,CA,United States of America,"27190, Meadowlark RD, Idyllwild, CA, United States of America",2,2,1239,36,69696,57,Y,N,2.5,44795,456.01,565000
81561,Avenida De Baile,Indio,CA,United States of America,"81561, Avenida De Baile, Indio, CA, United States of America",2,2,1432,15,5452,57,N,N,2.5,45012,299.58,429000
64610,Vardon CT,Desert Hot Springs,CA,United States of America,"64610, Vardon CT, Desert Hot Springs, CA, United States of America",2,2,1176,43,7841,57,Y,N,2.5,44929,255.02,299900
1470,Las Colinas AVE,Banning,CA,United States of America,"1470, Las Colinas AVE, Banning, CA, United States of America",2,2,1561,30,4792,57,Y,N,2.5,44859,246.64,385000
23907,Augusta DR,Corona,CA,United States of America,"23907, Augusta DR, Corona, CA, United States of America",2,2,1888,17,6098,57,N,N,2.5,44900,293.96,555000
3519,Paseo Flamenco,San Clemente,CA,United States of America,"3519, Paseo Flamenco, San Clemente, CA, United States of America",2,2,1409,46,2670,57,Y,N,2.5,44922,443.58,625000
64236,Doral DR,Desert Hot Springs,CA,United States of America,"64236, Doral DR, Desert Hot Springs, CA, United States of America",2,2,1664,34,7841,58,Y,Y,2.5,44903,336.54,560000
649,Los Angeles AVE,Sugar Loaf,CA,United States of America,"649, Los Angeles AVE, Sugar Loaf, CA, United States of America",2,2,892,53,7500,58,Y,N,2.5,44790,465.25,415000
5215,Shadow Mountain RD,Joshua Tree,CA,United States of America,"5215, Shadow Mountain RD, Joshua Tree, CA, United States of America",2,2,912,69,54450,58,Y,N,2.5,44813,514.25,469000
8119,Grimsby AVE,Westchester,CA,United States of America,"8119, Grimsby AVE, Westchester, CA, United States of America",2,2,1252,77,6285,59,Y,N,2.5,44951,806.71,1010000
1725 W,Pine ST,Santa Ana,CA,United States of America,"1725 W, Pine ST, Santa Ana, CA, United States of America",2,2,1360,94,6500,59,N,N,2.5,44936,533.09,725000
454,Arroyo Chico,Laguna Beach,CA,United States of America,"454, Arroyo Chico, Laguna Beach, CA, United States of America",2,2,1061,68,7433,59,Y,Y,2.5,44879,1885.01,2000000
23776,Pioneer Camp RD,Crestline,CA,United States of America,"23776, Pioneer Camp RD, Crestline, CA, United States of America",2,2,1000,40,2275,59,Y,N,2.5,44887,397,397000
29001,Thornhill DR,Menifee,CA,United States of America,"29001, Thornhill DR, Menifee, CA, United States of America",2,2,1404,60,8712,59,Y,N,2.5,44918,263.46,369900
1268,Mulberry LN,Corona,CA,United States of America,"1268, Mulberry LN, Corona, CA, United States of America",2,2,1664,53,6534,59,Y,N,2.5,44973,315.5,525000
26061,Falsterbor DR,Menifee,CA,United States of America,"26061, Falsterbor DR, Menifee, CA, United States of America",2,2,1098,58,7405,59,N,N,2.5,45015,332.42,365000
20341,Strathern ST,Winnetka,CA,United States of America,"20341, Strathern ST, Winnetka, CA, United States of America",2,2,1326,73,17500,59,N,Y,2.5,44818,641.03,850000
251,Broadriver Trail,Beaumont,CA,United States of America,"251, Broadriver Trail, Beaumont, CA, United States of America",2,2,1592,10,4356,59,Y,N,2.5,44985,251.26,400000
23833,Lakeview DR,Crestline,CA,United States of America,"23833, Lakeview DR, Crestline, CA, United States of America",2,2,1155,47,7840,6,Y,N,2.5,44818,316.02,365000
10670,Deerfield DR,Cherry Valley,CA,United States of America,"10670, Deerfield DR, Cherry Valley, CA, United States of America",2,2,1002,29,4356,6,Y,N,2.5,44866,348.3,349000
1678,Irene ST,null,CA,United States of America,"1678, Irene ST, null, CA, United States of America",2,2,856,54,4500,6,Y,N,2.5,44879,445.09,381000
1514 W,7th ST,Santa Ana,CA,United States of America,"1514 W, 7th ST, Santa Ana, CA, United States of America",2,2,1522,77,7044,6,N,N,2.5,44914,393.56,599000
1962,Savanna WAY,Palm Springs,CA,United States of America,"1962, Savanna WAY, Palm Springs, CA, United States of America",2,2,2748,18,6969,6,Y,N,2.5,44908,256.55,705000
786,Zephyr CIR,Hemet,CA,United States of America,"786, Zephyr CIR, Hemet, CA, United States of America",2,2,1063,35,4356,6,N,N,2.5,44852,321.73,342000
1432 E,Elizabeth ST,Pasadena,CA,United States of America,"1432 E, Elizabeth ST, Pasadena, CA, United States of America",2,2,949,100,2811,6,Y,N,2.5,44785,1211.8,1150000
22112,Tobarra,Mission Viejo,CA,United States of America,"22112, Tobarra, Mission Viejo, CA, United States of America",2,2,1224,37,4800,6,Y,N,2.5,45020,684.64,838000
3623,Casamia AVE,Palmdale,CA,United States of America,"3623, Casamia AVE, Palmdale, CA, United States of America",2,2,1320,40,4472,6,Y,N,2.5,45020,280.3,370000
458,28th ST,Hermosa Beach,CA,United States of America,"458, 28th ST, Hermosa Beach, CA, United States of America",2,2,1315,71,2982,6,N,N,2.5,44834,1596.96,2100000
31920,Marcasite LN,Castaic,CA,United States of America,"31920, Marcasite LN, Castaic, CA, United States of America",2,2,1020,37,4439,6,Y,N,2.5,45009,465.69,475000
10638,Grandview DR,Rancho Cucamonga,CA,United States of America,"10638, Grandview DR, Rancho Cucamonga, CA, United States of America",2,2,1263,38,5040,6,Y,N,2.5,45064,524.15,662000
25355,Orbit CT,Moreno Valley,CA,United States of America,"25355, Orbit CT, Moreno Valley, CA, United States of America",2,2,970,34,10019,6,Y,N,2.5,44798,474.23,460000
3110,Gracia ST,Atwater Village,CA,United States of America,"3110, Gracia ST, Atwater Village, CA, United States of America",2,2,1034,95,3200,6,Y,N,2.5,44804,1208.9,1250000
844,Tucson CT,San Dimas,CA,United States of America,"844, Tucson CT, San Dimas, CA, United States of America",2,2,1037,43,3671,6,Y,N,2.5,44967,621.99,645000
6852,Southampton DR,Cypress,CA,United States of America,"6852, Southampton DR, Cypress, CA, United States of America",2,2,1392,48,2054,6,Y,N,2.5,44865,510.06,710000
3600,Leilani WAY,Altadena,CA,United States of America,"3600, Leilani WAY, Altadena, CA, United States of America",2,2,1084,72,5998,6,Y,N,2.5,45063,915.59,992500
5435,Farna AVE,Arcadia,CA,United States of America,"5435, Farna AVE, Arcadia, CA, United States of America",2,2,1183,73,5574,6,N,N,2.5,45063,675.4,799000
12372,Orion ST,Victor Valley,CA,United States of America,"12372, Orion ST, Victor Valley, CA, United States of America",2,2,1108,34,4500,6,N,N,2.5,44816,288.81,320000
13450,Birchwood DR,Moreno Valley,CA,United States of America,"13450, Birchwood DR, Moreno Valley, CA, United States of America",2,2,894,64,6534,6,Y,N,2.5,45064,475.39,425000
23771,Vista WAY,Quail Valley,CA,United States of America,"23771, Vista WAY, Quail Valley, CA, United States of America",2,2,1120,40,9583,6,Y,N,2.5,44799,375,420000
90,Herbert AVE,Lake Elsinore,CA,United States of America,"90, Herbert AVE, Lake Elsinore, CA, United States of America",2,2,908,44,4356,6,Y,N,2.5,44855,457.05,415000
